Local authority,Library name,Month,Type,Loans
Devon,SYSTEMS MANAGER,2018-04,Adult Non Fiction,1
Devon,SYSTEMS MANAGER,2018-04,Misc,0
Devon,SYSTEMS MANAGER,2018-05,Adult Fiction,1
Devon,SYSTEMS MANAGER,2018-05,Adult Non Fiction,2
Devon,SYSTEMS MANAGER,2018-05,Misc,0
Devon,SYSTEMS MANAGER,2018-06,Adult Fiction,3
Devon,SYSTEMS MANAGER,2018-06,Adult Non Fiction,0
Devon,SYSTEMS MANAGER,2018-06,Children and Teen Fiction,0
Devon,SYSTEMS MANAGER,2018-06,Misc,1
Devon,SYSTEMS MANAGER,2018-07,Adult Fiction,1
Devon,SYSTEMS MANAGER,2018-07,Adult Non Fiction,3
Devon,SYSTEMS MANAGER,2018-07,Misc,1
Devon,SYSTEMS MANAGER,2018-08,Adult Fiction,2
Devon,SYSTEMS MANAGER,2018-08,Adult Non Fiction,6
Devon,SYSTEMS MANAGER,2018-08,Misc,2
Devon,SYSTEMS MANAGER,2018-09,Adult Fiction,0
Devon,SYSTEMS MANAGER,2018-09,Adult Non Fiction,3
Devon,SYSTEMS MANAGER,2018-09,Children and Teen Fiction,1
Devon,SYSTEMS MANAGER,2018-09,Misc,0
Devon,SYSTEMS MANAGER,2018-10,Adult Non Fiction,2
Devon,SYSTEMS MANAGER,2018-10,Misc,0
Devon,SYSTEMS MANAGER,2018-11,Adult Fiction,1
Devon,SYSTEMS MANAGER,2018-11,Adult Non Fiction,4
Devon,SYSTEMS MANAGER,2018-11,Children Audiobook,1
Devon,SYSTEMS MANAGER,2018-11,Misc,0
Devon,SYSTEMS MANAGER,2018-12,Adult Fiction,3
Devon,SYSTEMS MANAGER,2018-12,Adult Non Fiction,2
Devon,SYSTEMS MANAGER,2018-12,Misc,0
Devon,SYSTEMS MANAGER,2019-01,Adult Fiction,0
Devon,SYSTEMS MANAGER,2019-01,Misc,0
Devon,SYSTEMS MANAGER,2019-02,Adult Fiction,3
Devon,SYSTEMS MANAGER,2019-02,Adult Non Fiction,0
Devon,SYSTEMS MANAGER,2019-02,DVD,0
Devon,SYSTEMS MANAGER,2019-02,Misc,0
Devon,SYSTEMS MANAGER,2019-03,Adult Fiction,1
Devon,SYSTEMS MANAGER,2019-03,Misc,0
Devon,SYSTEMS MANAGER,2019-04,Adult Fiction,4
Devon,SYSTEMS MANAGER,2019-05,Adult Fiction,1
Devon,SYSTEMS MANAGER,2019-05,Adult Non Fiction,7
Devon,SYSTEMS MANAGER,2019-06,Adult Fiction,4
Devon,SYSTEMS MANAGER,2019-10,Adult Fiction,3
Devon,SYSTEMS MANAGER,2019-10,DVD,2
Devon,SYSTEMS MANAGER,2019-11,Adult Non Fiction,1
Devon,SYSTEMS MANAGER,2019-12,DVD,1
Devon,SYSTEMS MANAGER,2020-03,Adult Fiction,7
Devon,SYSTEMS MANAGER,2020-04,Adult Audiobook,6
Devon,SYSTEMS MANAGER,2020-06,DVD,1
Devon,SYSTEMS MANAGER,2020-07,Adult Fiction,9
Devon,SYSTEMS MANAGER,2020-07,DVD,5
Devon,SYSTEMS MANAGER,2020-09,Adult Fiction,1
Devon,TAVISTOCK,2015-04,Adult Audiobook,218
Devon,TAVISTOCK,2015-04,Adult Fiction,2916
Devon,TAVISTOCK,2015-04,Adult Non Fiction,948
Devon,TAVISTOCK,2015-04,Children and Teen Fiction,1850
Devon,TAVISTOCK,2015-04,Children and Teen Non-Fiction,206
Devon,TAVISTOCK,2015-04,Children Audiobook,32
Devon,TAVISTOCK,2015-04,DVD,151
Devon,TAVISTOCK,2015-04,Misc,7
Devon,TAVISTOCK,2015-04,Music CD,7
Devon,TAVISTOCK,2015-04,Sheet Music,9
Devon,TAVISTOCK,2015-05,Adult Audiobook,196
Devon,TAVISTOCK,2015-05,Adult Fiction,3367
Devon,TAVISTOCK,2015-05,Adult Non Fiction,1221
Devon,TAVISTOCK,2015-05,Children and Teen Fiction,1971
Devon,TAVISTOCK,2015-05,Children and Teen Non-Fiction,214
Devon,TAVISTOCK,2015-05,Children Audiobook,55
Devon,TAVISTOCK,2015-05,DVD,159
Devon,TAVISTOCK,2015-05,Misc,11
Devon,TAVISTOCK,2015-05,Music CD,6
Devon,TAVISTOCK,2015-05,Play,1
Devon,TAVISTOCK,2015-05,Sheet Music,7
Devon,TAVISTOCK,2015-06,Adult Audiobook,182
Devon,TAVISTOCK,2015-06,Adult Fiction,3317
Devon,TAVISTOCK,2015-06,Adult Non Fiction,1015
Devon,TAVISTOCK,2015-06,Children and Teen Fiction,2075
Devon,TAVISTOCK,2015-06,Children and Teen Non-Fiction,194
Devon,TAVISTOCK,2015-06,Children Audiobook,25
Devon,TAVISTOCK,2015-06,DVD,145
Devon,TAVISTOCK,2015-06,Misc,8
Devon,TAVISTOCK,2015-06,Music CD,23
Devon,TAVISTOCK,2015-06,Sheet Music,5
Devon,TAVISTOCK,2015-07,Adult Audiobook,235
Devon,TAVISTOCK,2015-07,Adult Fiction,3550
Devon,TAVISTOCK,2015-07,Adult Non Fiction,1210
Devon,TAVISTOCK,2015-07,Children and Teen Fiction,3498
Devon,TAVISTOCK,2015-07,Children and Teen Non-Fiction,370
Devon,TAVISTOCK,2015-07,Children Audiobook,66
Devon,TAVISTOCK,2015-07,DVD,190
Devon,TAVISTOCK,2015-07,Misc,11
Devon,TAVISTOCK,2015-07,Music CD,3
Devon,TAVISTOCK,2015-07,Sheet Music,5
Devon,TAVISTOCK,2015-08,Adult Audiobook,236
Devon,TAVISTOCK,2015-08,Adult Fiction,3371
Devon,TAVISTOCK,2015-08,Adult Non Fiction,1044
Devon,TAVISTOCK,2015-08,Children and Teen Fiction,3051
Devon,TAVISTOCK,2015-08,Children and Teen Non-Fiction,318
Devon,TAVISTOCK,2015-08,Children Audiobook,48
Devon,TAVISTOCK,2015-08,DVD,276
Devon,TAVISTOCK,2015-08,Misc,8
Devon,TAVISTOCK,2015-08,Music CD,2
Devon,TAVISTOCK,2015-08,Play,0
Devon,TAVISTOCK,2015-08,Sheet Music,7
Devon,TAVISTOCK,2015-09,Adult Audiobook,203
Devon,TAVISTOCK,2015-09,Adult Fiction,3264
Devon,TAVISTOCK,2015-09,Adult Non Fiction,1076
Devon,TAVISTOCK,2015-09,Children and Teen Fiction,2336
Devon,TAVISTOCK,2015-09,Children and Teen Non-Fiction,270
Devon,TAVISTOCK,2015-09,Children Audiobook,42
Devon,TAVISTOCK,2015-09,DVD,179
Devon,TAVISTOCK,2015-09,Misc,5
Devon,TAVISTOCK,2015-09,Music CD,4
Devon,TAVISTOCK,2015-09,Sheet Music,8
Devon,TAVISTOCK,2015-10,Adult Audiobook,222
Devon,TAVISTOCK,2015-10,Adult Fiction,3315
Devon,TAVISTOCK,2015-10,Adult Non Fiction,1138
Devon,TAVISTOCK,2015-10,Children and Teen Fiction,2297
Devon,TAVISTOCK,2015-10,Children and Teen Non-Fiction,249
Devon,TAVISTOCK,2015-10,Children Audiobook,59
Devon,TAVISTOCK,2015-10,DVD,165
Devon,TAVISTOCK,2015-10,Misc,7
Devon,TAVISTOCK,2015-10,Music CD,16
Devon,TAVISTOCK,2015-10,Play,1
Devon,TAVISTOCK,2015-10,Sheet Music,10
Devon,TAVISTOCK,2015-11,Adult Audiobook,184
Devon,TAVISTOCK,2015-11,Adult Fiction,3120
Devon,TAVISTOCK,2015-11,Adult Non Fiction,1067
Devon,TAVISTOCK,2015-11,Children and Teen Fiction,2000
Devon,TAVISTOCK,2015-11,Children and Teen Non-Fiction,191
Devon,TAVISTOCK,2015-11,Children Audiobook,48
Devon,TAVISTOCK,2015-11,DVD,128
Devon,TAVISTOCK,2015-11,Misc,1
Devon,TAVISTOCK,2015-11,Music CD,14
Devon,TAVISTOCK,2015-11,Play,0
Devon,TAVISTOCK,2015-11,Sheet Music,8
Devon,TAVISTOCK,2015-12,Adult Audiobook,148
Devon,TAVISTOCK,2015-12,Adult Fiction,2643
Devon,TAVISTOCK,2015-12,Adult Non Fiction,715
Devon,TAVISTOCK,2015-12,Children and Teen Fiction,1289
Devon,TAVISTOCK,2015-12,Children and Teen Non-Fiction,102
Devon,TAVISTOCK,2015-12,Children Audiobook,24
Devon,TAVISTOCK,2015-12,DVD,136
Devon,TAVISTOCK,2015-12,Misc,1
Devon,TAVISTOCK,2015-12,Music CD,18
Devon,TAVISTOCK,2015-12,Play,1
Devon,TAVISTOCK,2015-12,Sheet Music,3
Devon,TAVISTOCK,2016-01,Adult Audiobook,235
Devon,TAVISTOCK,2016-01,Adult Fiction,3516
Devon,TAVISTOCK,2016-01,Adult Non Fiction,1254
Devon,TAVISTOCK,2016-01,Children and Teen Fiction,2347
Devon,TAVISTOCK,2016-01,Children and Teen Non-Fiction,281
Devon,TAVISTOCK,2016-01,Children Audiobook,32
Devon,TAVISTOCK,2016-01,DVD,187
Devon,TAVISTOCK,2016-01,Misc,5
Devon,TAVISTOCK,2016-01,Music CD,20
Devon,TAVISTOCK,2016-01,Sheet Music,8
Devon,TAVISTOCK,2016-02,Adult Audiobook,260
Devon,TAVISTOCK,2016-02,Adult Fiction,2985
Devon,TAVISTOCK,2016-02,Adult Non Fiction,1152
Devon,TAVISTOCK,2016-02,Children and Teen Fiction,2180
Devon,TAVISTOCK,2016-02,Children and Teen Non-Fiction,271
Devon,TAVISTOCK,2016-02,Children Audiobook,40
Devon,TAVISTOCK,2016-02,DVD,157
Devon,TAVISTOCK,2016-02,Misc,5
Devon,TAVISTOCK,2016-02,Music CD,19
Devon,TAVISTOCK,2016-02,Sheet Music,8
Devon,TAVISTOCK,2016-03,Adult Audiobook,157
Devon,TAVISTOCK,2016-03,Adult Fiction,3286
Devon,TAVISTOCK,2016-03,Adult Non Fiction,837
Devon,TAVISTOCK,2016-03,Children and Teen Fiction,2041
Devon,TAVISTOCK,2016-03,Children and Teen Non-Fiction,238
Devon,TAVISTOCK,2016-03,Children Audiobook,38
Devon,TAVISTOCK,2016-03,DVD,145
Devon,TAVISTOCK,2016-03,Misc,3
Devon,TAVISTOCK,2016-03,Music CD,15
Devon,TAVISTOCK,2016-03,Sheet Music,21
Devon,TAVISTOCK,2016-04,Adult Audiobook,217
Devon,TAVISTOCK,2016-04,Adult Fiction,3158
Devon,TAVISTOCK,2016-04,Adult Non Fiction,986
Devon,TAVISTOCK,2016-04,Children and Teen Fiction,2141
Devon,TAVISTOCK,2016-04,Children and Teen Non-Fiction,218
Devon,TAVISTOCK,2016-04,Children Audiobook,42
Devon,TAVISTOCK,2016-04,DVD,127
Devon,TAVISTOCK,2016-04,Misc,3
Devon,TAVISTOCK,2016-04,Music CD,12
Devon,TAVISTOCK,2016-04,Play,1
Devon,TAVISTOCK,2016-04,Sheet Music,7
Devon,TAVISTOCK,2016-05,Adult Audiobook,184
Devon,TAVISTOCK,2016-05,Adult Fiction,3020
Devon,TAVISTOCK,2016-05,Adult Non Fiction,894
Devon,TAVISTOCK,2016-05,Children and Teen Fiction,1718
Devon,TAVISTOCK,2016-05,Children and Teen Non-Fiction,222
Devon,TAVISTOCK,2016-05,Children Audiobook,26
Devon,TAVISTOCK,2016-05,DVD,109
Devon,TAVISTOCK,2016-05,Misc,2
Devon,TAVISTOCK,2016-05,Music CD,23
Devon,TAVISTOCK,2016-05,Play,1
Devon,TAVISTOCK,2016-05,Sheet Music,6
Devon,TAVISTOCK,2016-06,Adult Audiobook,170
Devon,TAVISTOCK,2016-06,Adult Fiction,3128
Devon,TAVISTOCK,2016-06,Adult Non Fiction,881
Devon,TAVISTOCK,2016-06,Children and Teen Fiction,2057
Devon,TAVISTOCK,2016-06,Children and Teen Non-Fiction,208
Devon,TAVISTOCK,2016-06,Children Audiobook,34
Devon,TAVISTOCK,2016-06,DVD,87
Devon,TAVISTOCK,2016-06,Misc,2
Devon,TAVISTOCK,2016-06,Music CD,1
Devon,TAVISTOCK,2016-06,Play,3
Devon,TAVISTOCK,2016-06,Sheet Music,1
Devon,TAVISTOCK,2016-07,Adult Audiobook,183
Devon,TAVISTOCK,2016-07,Adult Fiction,3060
Devon,TAVISTOCK,2016-07,Adult Non Fiction,972
Devon,TAVISTOCK,2016-07,Children and Teen Fiction,3022
Devon,TAVISTOCK,2016-07,Children and Teen Non-Fiction,313
Devon,TAVISTOCK,2016-07,Children Audiobook,66
Devon,TAVISTOCK,2016-07,DVD,122
Devon,TAVISTOCK,2016-07,Misc,3
Devon,TAVISTOCK,2016-07,Music CD,12
Devon,TAVISTOCK,2016-07,Play,4
Devon,TAVISTOCK,2016-07,Sheet Music,6
Devon,TAVISTOCK,2016-08,Adult Audiobook,175
Devon,TAVISTOCK,2016-08,Adult Fiction,3202
Devon,TAVISTOCK,2016-08,Adult Non Fiction,944
Devon,TAVISTOCK,2016-08,Children and Teen Fiction,3073
Devon,TAVISTOCK,2016-08,Children and Teen Non-Fiction,205
Devon,TAVISTOCK,2016-08,Children Audiobook,37
Devon,TAVISTOCK,2016-08,DVD,133
Devon,TAVISTOCK,2016-08,Misc,2
Devon,TAVISTOCK,2016-08,Music CD,10
Devon,TAVISTOCK,2016-08,Play,1
Devon,TAVISTOCK,2016-08,Sheet Music,3
Devon,TAVISTOCK,2016-09,Adult Audiobook,165
Devon,TAVISTOCK,2016-09,Adult Fiction,3153
Devon,TAVISTOCK,2016-09,Adult Non Fiction,961
Devon,TAVISTOCK,2016-09,Children and Teen Fiction,2578
Devon,TAVISTOCK,2016-09,Children and Teen Non-Fiction,292
Devon,TAVISTOCK,2016-09,Children Audiobook,53
Devon,TAVISTOCK,2016-09,DVD,76
Devon,TAVISTOCK,2016-09,Misc,2
Devon,TAVISTOCK,2016-09,Music CD,5
Devon,TAVISTOCK,2016-09,Play,3
Devon,TAVISTOCK,2016-09,Sheet Music,4
Devon,TAVISTOCK,2016-10,Adult Audiobook,161
Devon,TAVISTOCK,2016-10,Adult Fiction,3037
Devon,TAVISTOCK,2016-10,Adult Non Fiction,965
Devon,TAVISTOCK,2016-10,Children and Teen Fiction,2230
Devon,TAVISTOCK,2016-10,Children and Teen Non-Fiction,247
Devon,TAVISTOCK,2016-10,Children Audiobook,40
Devon,TAVISTOCK,2016-10,DVD,75
Devon,TAVISTOCK,2016-10,Misc,0
Devon,TAVISTOCK,2016-10,Music CD,7
Devon,TAVISTOCK,2016-10,Play,1
Devon,TAVISTOCK,2016-10,Sheet Music,4
Devon,TAVISTOCK,2016-11,Adult Audiobook,220
Devon,TAVISTOCK,2016-11,Adult Fiction,2820
Devon,TAVISTOCK,2016-11,Adult Non Fiction,803
Devon,TAVISTOCK,2016-11,Children and Teen Fiction,1869
Devon,TAVISTOCK,2016-11,Children and Teen Non-Fiction,225
Devon,TAVISTOCK,2016-11,Children Audiobook,45
Devon,TAVISTOCK,2016-11,DVD,80
Devon,TAVISTOCK,2016-11,Misc,1
Devon,TAVISTOCK,2016-11,Music CD,9
Devon,TAVISTOCK,2016-11,Play,2
Devon,TAVISTOCK,2016-11,Sheet Music,1
Devon,TAVISTOCK,2016-12,Adult Audiobook,191
Devon,TAVISTOCK,2016-12,Adult Fiction,2577
Devon,TAVISTOCK,2016-12,Adult Non Fiction,547
Devon,TAVISTOCK,2016-12,Children and Teen Fiction,1106
Devon,TAVISTOCK,2016-12,Children and Teen Non-Fiction,132
Devon,TAVISTOCK,2016-12,Children Audiobook,14
Devon,TAVISTOCK,2016-12,DVD,71
Devon,TAVISTOCK,2016-12,Misc,0
Devon,TAVISTOCK,2016-12,Music CD,5
Devon,TAVISTOCK,2016-12,Play,0
Devon,TAVISTOCK,2016-12,Sheet Music,2
Devon,TAVISTOCK,2017-01,Adult Audiobook,182
Devon,TAVISTOCK,2017-01,Adult Fiction,3252
Devon,TAVISTOCK,2017-01,Adult Non Fiction,1054
Devon,TAVISTOCK,2017-01,Children and Teen Fiction,2095
Devon,TAVISTOCK,2017-01,Children and Teen Non-Fiction,308
Devon,TAVISTOCK,2017-01,Children Audiobook,57
Devon,TAVISTOCK,2017-01,DVD,126
Devon,TAVISTOCK,2017-01,Misc,4
Devon,TAVISTOCK,2017-01,Music CD,13
Devon,TAVISTOCK,2017-01,Play,2
Devon,TAVISTOCK,2017-01,Sheet Music,2
Devon,TAVISTOCK,2017-02,Adult Audiobook,174
Devon,TAVISTOCK,2017-02,Adult Fiction,2872
Devon,TAVISTOCK,2017-02,Adult Non Fiction,845
Devon,TAVISTOCK,2017-02,Children and Teen Fiction,2072
Devon,TAVISTOCK,2017-02,Children and Teen Non-Fiction,218
Devon,TAVISTOCK,2017-02,Children Audiobook,60
Devon,TAVISTOCK,2017-02,DVD,91
Devon,TAVISTOCK,2017-02,Misc,2
Devon,TAVISTOCK,2017-02,Music CD,22
Devon,TAVISTOCK,2017-02,Play,1
Devon,TAVISTOCK,2017-02,Sheet Music,5
Devon,TAVISTOCK,2017-03,Adult Audiobook,181
Devon,TAVISTOCK,2017-03,Adult Fiction,2967
Devon,TAVISTOCK,2017-03,Adult Non Fiction,825
Devon,TAVISTOCK,2017-03,Children and Teen Fiction,2081
Devon,TAVISTOCK,2017-03,Children and Teen Non-Fiction,245
Devon,TAVISTOCK,2017-03,Children Audiobook,61
Devon,TAVISTOCK,2017-03,DVD,94
Devon,TAVISTOCK,2017-03,Misc,1
Devon,TAVISTOCK,2017-03,Music CD,13
Devon,TAVISTOCK,2017-03,Play,2
Devon,TAVISTOCK,2017-03,Sheet Music,7
Devon,TAVISTOCK,2017-04,Adult Audiobook,172
Devon,TAVISTOCK,2017-04,Adult Fiction,2828
Devon,TAVISTOCK,2017-04,Adult Non Fiction,730
Devon,TAVISTOCK,2017-04,Children and Teen Fiction,2103
Devon,TAVISTOCK,2017-04,Children and Teen Non-Fiction,177
Devon,TAVISTOCK,2017-04,Children Audiobook,58
Devon,TAVISTOCK,2017-04,DVD,106
Devon,TAVISTOCK,2017-04,Misc,1
Devon,TAVISTOCK,2017-04,Music CD,13
Devon,TAVISTOCK,2017-04,Sheet Music,3
Devon,TAVISTOCK,2017-05,Adult Audiobook,163
Devon,TAVISTOCK,2017-05,Adult Fiction,2914
Devon,TAVISTOCK,2017-05,Adult Non Fiction,712
Devon,TAVISTOCK,2017-05,Children and Teen Fiction,2018
Devon,TAVISTOCK,2017-05,Children and Teen Non-Fiction,186
Devon,TAVISTOCK,2017-05,Children Audiobook,45
Devon,TAVISTOCK,2017-05,DVD,105
Devon,TAVISTOCK,2017-05,Misc,2
Devon,TAVISTOCK,2017-05,Music CD,25
Devon,TAVISTOCK,2017-05,Play,1
Devon,TAVISTOCK,2017-05,Sheet Music,0
Devon,TAVISTOCK,2017-06,Adult Audiobook,179
Devon,TAVISTOCK,2017-06,Adult Fiction,3044
Devon,TAVISTOCK,2017-06,Adult Non Fiction,824
Devon,TAVISTOCK,2017-06,Children and Teen Fiction,1887
Devon,TAVISTOCK,2017-06,Children and Teen Non-Fiction,191
Devon,TAVISTOCK,2017-06,Children Audiobook,44
Devon,TAVISTOCK,2017-06,DVD,84
Devon,TAVISTOCK,2017-06,Misc,0
Devon,TAVISTOCK,2017-06,Music CD,3
Devon,TAVISTOCK,2017-06,Sheet Music,7
Devon,TAVISTOCK,2017-07,Adult Audiobook,177
Devon,TAVISTOCK,2017-07,Adult Fiction,3064
Devon,TAVISTOCK,2017-07,Adult Non Fiction,725
Devon,TAVISTOCK,2017-07,Children and Teen Fiction,3088
Devon,TAVISTOCK,2017-07,Children and Teen Non-Fiction,261
Devon,TAVISTOCK,2017-07,Children Audiobook,76
Devon,TAVISTOCK,2017-07,DVD,73
Devon,TAVISTOCK,2017-07,Misc,1
Devon,TAVISTOCK,2017-07,Music CD,17
Devon,TAVISTOCK,2017-07,Play,1
Devon,TAVISTOCK,2017-07,Sheet Music,2
Devon,TAVISTOCK,2017-08,Adult Audiobook,191
Devon,TAVISTOCK,2017-08,Adult Fiction,3150
Devon,TAVISTOCK,2017-08,Adult Non Fiction,755
Devon,TAVISTOCK,2017-08,Children and Teen Fiction,2962
Devon,TAVISTOCK,2017-08,Children and Teen Non-Fiction,262
Devon,TAVISTOCK,2017-08,Children Audiobook,55
Devon,TAVISTOCK,2017-08,DVD,118
Devon,TAVISTOCK,2017-08,Misc,0
Devon,TAVISTOCK,2017-08,Music CD,7
Devon,TAVISTOCK,2017-08,Play,0
Devon,TAVISTOCK,2017-08,Sheet Music,1
Devon,TAVISTOCK,2017-09,Adult Audiobook,203
Devon,TAVISTOCK,2017-09,Adult Fiction,3051
Devon,TAVISTOCK,2017-09,Adult Non Fiction,821
Devon,TAVISTOCK,2017-09,Children and Teen Fiction,2135
Devon,TAVISTOCK,2017-09,Children and Teen Non-Fiction,278
Devon,TAVISTOCK,2017-09,Children Audiobook,49
Devon,TAVISTOCK,2017-09,DVD,98
Devon,TAVISTOCK,2017-09,Misc,5
Devon,TAVISTOCK,2017-09,Music CD,3
Devon,TAVISTOCK,2017-09,Play,3
Devon,TAVISTOCK,2017-09,Sheet Music,2
Devon,TAVISTOCK,2017-10,Adult Audiobook,152
Devon,TAVISTOCK,2017-10,Adult Fiction,3026
Devon,TAVISTOCK,2017-10,Adult Non Fiction,810
Devon,TAVISTOCK,2017-10,Children and Teen Fiction,2006
Devon,TAVISTOCK,2017-10,Children and Teen Non-Fiction,191
Devon,TAVISTOCK,2017-10,Children Audiobook,51
Devon,TAVISTOCK,2017-10,DVD,90
Devon,TAVISTOCK,2017-10,Misc,1
Devon,TAVISTOCK,2017-10,Music CD,31
Devon,TAVISTOCK,2017-10,Play,1
Devon,TAVISTOCK,2017-10,Sheet Music,4
Devon,TAVISTOCK,2018-01,Adult Audiobook,182
Devon,TAVISTOCK,2018-01,Adult Fiction,2959
Devon,TAVISTOCK,2018-01,Adult Non Fiction,815
Devon,TAVISTOCK,2018-01,Children and Teen Fiction,1611
Devon,TAVISTOCK,2018-01,Children and Teen Non-Fiction,204
Devon,TAVISTOCK,2018-01,Children Audiobook,37
Devon,TAVISTOCK,2018-01,DVD,74
Devon,TAVISTOCK,2018-01,Misc,196
Devon,TAVISTOCK,2018-01,Music CD,7
Devon,TAVISTOCK,2018-01,Sheet Music,6
Devon,TAVISTOCK,2018-02,Adult Audiobook,173
Devon,TAVISTOCK,2018-02,Adult Fiction,2638
Devon,TAVISTOCK,2018-02,Adult Non Fiction,749
Devon,TAVISTOCK,2018-02,Children and Teen Fiction,1801
Devon,TAVISTOCK,2018-02,Children and Teen Non-Fiction,178
Devon,TAVISTOCK,2018-02,Children Audiobook,28
Devon,TAVISTOCK,2018-02,DVD,98
Devon,TAVISTOCK,2018-02,Misc,178
Devon,TAVISTOCK,2018-02,Music CD,5
Devon,TAVISTOCK,2018-02,Sheet Music,5
Devon,TAVISTOCK,2018-03,Adult Audiobook,216
Devon,TAVISTOCK,2018-03,Adult Fiction,2863
Devon,TAVISTOCK,2018-03,Adult Non Fiction,702
Devon,TAVISTOCK,2018-03,Children and Teen Fiction,1933
Devon,TAVISTOCK,2018-03,Children and Teen Non-Fiction,215
Devon,TAVISTOCK,2018-03,Children Audiobook,42
Devon,TAVISTOCK,2018-03,DVD,112
Devon,TAVISTOCK,2018-03,Misc,125
Devon,TAVISTOCK,2018-03,Music CD,3
Devon,TAVISTOCK,2018-03,Sheet Music,3
Devon,TAVISTOCK,2018-04,Adult Audiobook,183
Devon,TAVISTOCK,2018-04,Adult Fiction,2230
Devon,TAVISTOCK,2018-04,Adult Non Fiction,593
Devon,TAVISTOCK,2018-04,Children and Teen Fiction,1397
Devon,TAVISTOCK,2018-04,Children and Teen Non-Fiction,153
Devon,TAVISTOCK,2018-04,Children Audiobook,28
Devon,TAVISTOCK,2018-04,DVD,55
Devon,TAVISTOCK,2018-04,Misc,819
Devon,TAVISTOCK,2018-04,Music CD,6
Devon,TAVISTOCK,2018-04,Sheet Music,11
Devon,TAVISTOCK,2018-05,Adult Audiobook,138
Devon,TAVISTOCK,2018-05,Adult Fiction,2383
Devon,TAVISTOCK,2018-05,Adult Non Fiction,589
Devon,TAVISTOCK,2018-05,Children and Teen Fiction,1417
Devon,TAVISTOCK,2018-05,Children and Teen Non-Fiction,167
Devon,TAVISTOCK,2018-05,Children Audiobook,31
Devon,TAVISTOCK,2018-05,DVD,44
Devon,TAVISTOCK,2018-05,Misc,758
Devon,TAVISTOCK,2018-05,Music CD,0
Devon,TAVISTOCK,2018-05,Play,0
Devon,TAVISTOCK,2018-05,Sheet Music,2
Devon,TAVISTOCK,2018-06,Adult Audiobook,159
Devon,TAVISTOCK,2018-06,Adult Fiction,2566
Devon,TAVISTOCK,2018-06,Adult Non Fiction,587
Devon,TAVISTOCK,2018-06,Children and Teen Fiction,1335
Devon,TAVISTOCK,2018-06,Children and Teen Non-Fiction,164
Devon,TAVISTOCK,2018-06,Children Audiobook,36
Devon,TAVISTOCK,2018-06,DVD,40
Devon,TAVISTOCK,2018-06,Misc,604
Devon,TAVISTOCK,2018-06,Music CD,12
Devon,TAVISTOCK,2018-06,Sheet Music,3
Devon,TAVISTOCK,2018-07,Adult Audiobook,161
Devon,TAVISTOCK,2018-07,Adult Fiction,2822
Devon,TAVISTOCK,2018-07,Adult Non Fiction,665
Devon,TAVISTOCK,2018-07,Children and Teen Fiction,2050
Devon,TAVISTOCK,2018-07,Children and Teen Non-Fiction,195
Devon,TAVISTOCK,2018-07,Children Audiobook,65
Devon,TAVISTOCK,2018-07,DVD,70
Devon,TAVISTOCK,2018-07,Misc,600
Devon,TAVISTOCK,2018-07,Music CD,8
Devon,TAVISTOCK,2018-07,Sheet Music,3
Devon,TAVISTOCK,2018-08,Adult Audiobook,188
Devon,TAVISTOCK,2018-08,Adult Fiction,2820
Devon,TAVISTOCK,2018-08,Adult Non Fiction,679
Devon,TAVISTOCK,2018-08,Children and Teen Fiction,2458
Devon,TAVISTOCK,2018-08,Children and Teen Non-Fiction,246
Devon,TAVISTOCK,2018-08,Children Audiobook,60
Devon,TAVISTOCK,2018-08,DVD,56
Devon,TAVISTOCK,2018-08,Misc,602
Devon,TAVISTOCK,2018-08,Music CD,5
Devon,TAVISTOCK,2018-08,Sheet Music,6
Devon,TAVISTOCK,2018-09,Adult Audiobook,171
Devon,TAVISTOCK,2018-09,Adult Fiction,2581
Devon,TAVISTOCK,2018-09,Adult Non Fiction,594
Devon,TAVISTOCK,2018-09,Children and Teen Fiction,1469
Devon,TAVISTOCK,2018-09,Children and Teen Non-Fiction,161
Devon,TAVISTOCK,2018-09,Children Audiobook,45
Devon,TAVISTOCK,2018-09,DVD,63
Devon,TAVISTOCK,2018-09,Misc,341
Devon,TAVISTOCK,2018-09,Music CD,4
Devon,TAVISTOCK,2018-09,Sheet Music,3
Devon,TAVISTOCK,2018-10,Adult Audiobook,176
Devon,TAVISTOCK,2018-10,Adult Fiction,2666
Devon,TAVISTOCK,2018-10,Adult Non Fiction,634
Devon,TAVISTOCK,2018-10,Children and Teen Fiction,1413
Devon,TAVISTOCK,2018-10,Children and Teen Non-Fiction,113
Devon,TAVISTOCK,2018-10,Children Audiobook,33
Devon,TAVISTOCK,2018-10,DVD,62
Devon,TAVISTOCK,2018-10,Misc,244
Devon,TAVISTOCK,2018-10,Music CD,3
Devon,TAVISTOCK,2018-10,Play,1
Devon,TAVISTOCK,2018-10,Sheet Music,3
Devon,TAVISTOCK,2018-11,Adult Audiobook,207
Devon,TAVISTOCK,2018-11,Adult Fiction,2864
Devon,TAVISTOCK,2018-11,Adult Non Fiction,743
Devon,TAVISTOCK,2018-11,Children and Teen Fiction,1398
Devon,TAVISTOCK,2018-11,Children and Teen Non-Fiction,144
Devon,TAVISTOCK,2018-11,Children Audiobook,32
Devon,TAVISTOCK,2018-11,DVD,72
Devon,TAVISTOCK,2018-11,Misc,184
Devon,TAVISTOCK,2018-11,Music CD,2
Devon,TAVISTOCK,2018-11,Sheet Music,12
