Local authority,Library name,Month,Type,Loans
Devon,COMBE MARTIN,2019-11,DVD,1
Devon,COMBE MARTIN,2019-12,Adult Audiobook,6
Devon,COMBE MARTIN,2019-12,Adult Fiction,227
Devon,COMBE MARTIN,2019-12,Adult Non Fiction,24
Devon,COMBE MARTIN,2019-12,Children and Teen Fiction,33
Devon,COMBE MARTIN,2019-12,Children Audiobook,1
Devon,COMBE MARTIN,2020-01,Adult Audiobook,10
Devon,COMBE MARTIN,2020-01,Adult Fiction,333
Devon,COMBE MARTIN,2020-01,Adult Non Fiction,51
Devon,COMBE MARTIN,2020-01,Children and Teen Fiction,73
Devon,COMBE MARTIN,2020-01,Children and Teen Non-Fiction,2
Devon,COMBE MARTIN,2020-01,Children Audiobook,3
Devon,COMBE MARTIN,2020-01,Music CD,1
Devon,COMBE MARTIN,2020-02,Adult Audiobook,14
Devon,COMBE MARTIN,2020-02,Adult Fiction,436
Devon,COMBE MARTIN,2020-02,Adult Non Fiction,52
Devon,COMBE MARTIN,2020-02,Children and Teen Fiction,108
Devon,COMBE MARTIN,2020-02,Children and Teen Non-Fiction,13
Devon,COMBE MARTIN,2020-02,Children Audiobook,5
Devon,COMBE MARTIN,2020-02,DVD,2
Devon,COMBE MARTIN,2020-02,Music CD,1
Devon,COMBE MARTIN,2020-03,Adult Audiobook,22
Devon,COMBE MARTIN,2020-03,Adult Fiction,446
Devon,COMBE MARTIN,2020-03,Adult Non Fiction,40
Devon,COMBE MARTIN,2020-03,Children and Teen Fiction,105
Devon,COMBE MARTIN,2020-03,Children and Teen Non-Fiction,7
Devon,COMBE MARTIN,2020-03,Children Audiobook,4
Devon,COMBE MARTIN,2020-04,Adult Audiobook,5
Devon,COMBE MARTIN,2020-04,Adult Fiction,72
Devon,COMBE MARTIN,2020-04,Adult Non Fiction,2
Devon,COMBE MARTIN,2020-04,Children and Teen Fiction,42
Devon,COMBE MARTIN,2020-04,Children and Teen Non-Fiction,6
Devon,COMBE MARTIN,2020-06,Adult Audiobook,13
Devon,COMBE MARTIN,2020-06,Adult Fiction,160
Devon,COMBE MARTIN,2020-06,Adult Non Fiction,10
Devon,COMBE MARTIN,2020-06,Children and Teen Fiction,40
Devon,COMBE MARTIN,2020-06,Children and Teen Non-Fiction,10
Devon,COMBE MARTIN,2020-07,Adult Audiobook,16
Devon,COMBE MARTIN,2020-07,Adult Fiction,135
Devon,COMBE MARTIN,2020-07,Adult Non Fiction,5
Devon,COMBE MARTIN,2020-07,Children and Teen Fiction,14
Devon,COMBE MARTIN,2020-08,Adult Audiobook,23
Devon,COMBE MARTIN,2020-08,Adult Fiction,167
Devon,COMBE MARTIN,2020-08,Adult Non Fiction,20
Devon,COMBE MARTIN,2020-08,Children and Teen Fiction,74
Devon,COMBE MARTIN,2020-08,Children and Teen Non-Fiction,6
Devon,COMBE MARTIN,2020-08,Children Audiobook,1
Devon,COMBE MARTIN,2020-09,Adult Audiobook,8
Devon,COMBE MARTIN,2020-09,Adult Fiction,223
Devon,COMBE MARTIN,2020-09,Adult Non Fiction,28
Devon,COMBE MARTIN,2020-09,Children and Teen Fiction,65
Devon,COMBE MARTIN,2020-09,Children and Teen Non-Fiction,4
Devon,COMBE MARTIN,2020-09,DVD,4
Devon,CREDITON,2015-04,Adult Audiobook,64
Devon,CREDITON,2015-04,Adult Fiction,1865
Devon,CREDITON,2015-04,Adult Non Fiction,416
Devon,CREDITON,2015-04,Children and Teen Fiction,1569
Devon,CREDITON,2015-04,Children and Teen Non-Fiction,149
Devon,CREDITON,2015-04,Children Audiobook,42
Devon,CREDITON,2015-04,DVD,95
Devon,CREDITON,2015-04,Misc,6
Devon,CREDITON,2015-04,Music CD,1
Devon,CREDITON,2015-04,Sheet Music,3
Devon,CREDITON,2015-05,Adult Audiobook,86
Devon,CREDITON,2015-05,Adult Fiction,1979
Devon,CREDITON,2015-05,Adult Non Fiction,482
Devon,CREDITON,2015-05,Children and Teen Fiction,1783
Devon,CREDITON,2015-05,Children and Teen Non-Fiction,189
Devon,CREDITON,2015-05,Children Audiobook,29
Devon,CREDITON,2015-05,DVD,161
Devon,CREDITON,2015-05,Misc,7
Devon,CREDITON,2015-05,Music CD,1
Devon,CREDITON,2015-05,Play,1
Devon,CREDITON,2015-05,Sheet Music,3
Devon,CREDITON,2015-06,Adult Audiobook,63
Devon,CREDITON,2015-06,Adult Fiction,1946
Devon,CREDITON,2015-06,Adult Non Fiction,435
Devon,CREDITON,2015-06,Children and Teen Fiction,1893
Devon,CREDITON,2015-06,Children and Teen Non-Fiction,148
Devon,CREDITON,2015-06,Children Audiobook,49
Devon,CREDITON,2015-06,DVD,122
Devon,CREDITON,2015-06,Misc,6
Devon,CREDITON,2015-06,Music CD,5
Devon,CREDITON,2015-06,Play,1
Devon,CREDITON,2015-06,Sheet Music,0
Devon,CREDITON,2015-07,Adult Audiobook,87
Devon,CREDITON,2015-07,Adult Fiction,1850
Devon,CREDITON,2015-07,Adult Non Fiction,498
Devon,CREDITON,2015-07,Children and Teen Fiction,2535
Devon,CREDITON,2015-07,Children and Teen Non-Fiction,280
Devon,CREDITON,2015-07,Children Audiobook,62
Devon,CREDITON,2015-07,DVD,153
Devon,CREDITON,2015-07,Misc,5
Devon,CREDITON,2015-07,Music CD,1
Devon,CREDITON,2015-07,Play,1
Devon,CREDITON,2015-07,Sheet Music,3
Devon,CREDITON,2015-08,Adult Audiobook,96
Devon,CREDITON,2015-08,Adult Fiction,1904
Devon,CREDITON,2015-08,Adult Non Fiction,482
Devon,CREDITON,2015-08,Children and Teen Fiction,2758
Devon,CREDITON,2015-08,Children and Teen Non-Fiction,274
Devon,CREDITON,2015-08,Children Audiobook,48
Devon,CREDITON,2015-08,DVD,178
Devon,CREDITON,2015-08,Misc,5
Devon,CREDITON,2015-08,Music CD,3
Devon,CREDITON,2015-08,Play,2
Devon,CREDITON,2015-08,Sheet Music,6
Devon,CREDITON,2015-09,Adult Audiobook,69
Devon,CREDITON,2015-09,Adult Fiction,1809
Devon,CREDITON,2015-09,Adult Non Fiction,449
Devon,CREDITON,2015-09,Children and Teen Fiction,2064
Devon,CREDITON,2015-09,Children and Teen Non-Fiction,223
Devon,CREDITON,2015-09,Children Audiobook,32
Devon,CREDITON,2015-09,DVD,99
Devon,CREDITON,2015-09,Misc,4
Devon,CREDITON,2015-09,Music CD,9
Devon,CREDITON,2015-09,Play,10
Devon,CREDITON,2015-09,Sheet Music,3
Devon,CREDITON,2015-10,Adult Audiobook,79
Devon,CREDITON,2015-10,Adult Fiction,1910
Devon,CREDITON,2015-10,Adult Non Fiction,678
Devon,CREDITON,2015-10,Children and Teen Fiction,2319
Devon,CREDITON,2015-10,Children and Teen Non-Fiction,361
Devon,CREDITON,2015-10,Children Audiobook,48
Devon,CREDITON,2015-10,DVD,174
Devon,CREDITON,2015-10,Misc,3
Devon,CREDITON,2015-10,Music CD,8
Devon,CREDITON,2015-10,Play,1
Devon,CREDITON,2015-10,Sheet Music,6
Devon,CREDITON,2015-11,Adult Audiobook,72
Devon,CREDITON,2015-11,Adult Fiction,1739
Devon,CREDITON,2015-11,Adult Non Fiction,430
Devon,CREDITON,2015-11,Children and Teen Fiction,1855
Devon,CREDITON,2015-11,Children and Teen Non-Fiction,183
Devon,CREDITON,2015-11,Children Audiobook,37
Devon,CREDITON,2015-11,DVD,115
Devon,CREDITON,2015-11,Misc,4
Devon,CREDITON,2015-11,Music CD,6
Devon,CREDITON,2015-11,Play,0
Devon,CREDITON,2015-11,Sheet Music,1
Devon,CREDITON,2015-12,Adult Audiobook,58
Devon,CREDITON,2015-12,Adult Fiction,1484
Devon,CREDITON,2015-12,Adult Non Fiction,242
Devon,CREDITON,2015-12,Children and Teen Fiction,1116
Devon,CREDITON,2015-12,Children and Teen Non-Fiction,116
Devon,CREDITON,2015-12,Children Audiobook,42
Devon,CREDITON,2015-12,DVD,100
Devon,CREDITON,2015-12,Misc,1
Devon,CREDITON,2015-12,Music CD,5
Devon,CREDITON,2015-12,Play,0
Devon,CREDITON,2015-12,Sheet Music,1
Devon,CREDITON,2016-01,Adult Audiobook,76
Devon,CREDITON,2016-01,Adult Fiction,1879
Devon,CREDITON,2016-01,Adult Non Fiction,421
Devon,CREDITON,2016-01,Children and Teen Fiction,1490
Devon,CREDITON,2016-01,Children and Teen Non-Fiction,223
Devon,CREDITON,2016-01,Children Audiobook,36
Devon,CREDITON,2016-01,DVD,98
Devon,CREDITON,2016-01,Misc,0
Devon,CREDITON,2016-01,Music CD,15
Devon,CREDITON,2016-01,Play,1
Devon,CREDITON,2016-01,Sheet Music,0
Devon,CREDITON,2016-02,Adult Audiobook,77
Devon,CREDITON,2016-02,Adult Fiction,1650
Devon,CREDITON,2016-02,Adult Non Fiction,380
Devon,CREDITON,2016-02,Children and Teen Fiction,1596
Devon,CREDITON,2016-02,Children and Teen Non-Fiction,210
Devon,CREDITON,2016-02,Children Audiobook,41
Devon,CREDITON,2016-02,DVD,147
Devon,CREDITON,2016-02,Misc,1
Devon,CREDITON,2016-02,Music CD,5
Devon,CREDITON,2016-02,Sheet Music,1
Devon,CREDITON,2016-03,Adult Audiobook,68
Devon,CREDITON,2016-03,Adult Fiction,1690
Devon,CREDITON,2016-03,Adult Non Fiction,371
Devon,CREDITON,2016-03,Children and Teen Fiction,1530
Devon,CREDITON,2016-03,Children and Teen Non-Fiction,136
Devon,CREDITON,2016-03,Children Audiobook,37
Devon,CREDITON,2016-03,DVD,103
Devon,CREDITON,2016-03,Misc,6
Devon,CREDITON,2016-03,Music CD,1
Devon,CREDITON,2016-03,Play,0
Devon,CREDITON,2016-03,Sheet Music,0
Devon,CREDITON,2016-04,Adult Audiobook,70
Devon,CREDITON,2016-04,Adult Fiction,1833
Devon,CREDITON,2016-04,Adult Non Fiction,437
Devon,CREDITON,2016-04,Children and Teen Fiction,1751
Devon,CREDITON,2016-04,Children and Teen Non-Fiction,231
Devon,CREDITON,2016-04,Children Audiobook,29
Devon,CREDITON,2016-04,DVD,130
Devon,CREDITON,2016-04,Misc,6
Devon,CREDITON,2016-04,Music CD,0
Devon,CREDITON,2016-04,Play,0
Devon,CREDITON,2016-04,Sheet Music,0
Devon,CREDITON,2016-05,Adult Audiobook,55
Devon,CREDITON,2016-05,Adult Fiction,1669
Devon,CREDITON,2016-05,Adult Non Fiction,388
Devon,CREDITON,2016-05,Children and Teen Fiction,1540
Devon,CREDITON,2016-05,Children and Teen Non-Fiction,142
Devon,CREDITON,2016-05,Children Audiobook,26
Devon,CREDITON,2016-05,DVD,94
Devon,CREDITON,2016-05,Misc,2
Devon,CREDITON,2016-05,Music CD,0
Devon,CREDITON,2016-05,Sheet Music,1
Devon,CREDITON,2016-06,Adult Audiobook,70
Devon,CREDITON,2016-06,Adult Fiction,1772
Devon,CREDITON,2016-06,Adult Non Fiction,369
Devon,CREDITON,2016-06,Children and Teen Fiction,1643
Devon,CREDITON,2016-06,Children and Teen Non-Fiction,151
Devon,CREDITON,2016-06,Children Audiobook,35
Devon,CREDITON,2016-06,DVD,77
Devon,CREDITON,2016-06,Misc,0
Devon,CREDITON,2016-06,Play,0
Devon,CREDITON,2016-06,Sheet Music,0
Devon,CREDITON,2016-07,Adult Audiobook,61
Devon,CREDITON,2016-07,Adult Fiction,1772
Devon,CREDITON,2016-07,Adult Non Fiction,444
Devon,CREDITON,2016-07,Children and Teen Fiction,2677
Devon,CREDITON,2016-07,Children and Teen Non-Fiction,215
Devon,CREDITON,2016-07,Children Audiobook,47
Devon,CREDITON,2016-07,DVD,99
Devon,CREDITON,2016-07,Misc,1
Devon,CREDITON,2016-07,Music CD,6
Devon,CREDITON,2016-07,Sheet Music,0
Devon,CREDITON,2016-08,Adult Audiobook,62
Devon,CREDITON,2016-08,Adult Fiction,1764
Devon,CREDITON,2016-08,Adult Non Fiction,399
Devon,CREDITON,2016-08,Children and Teen Fiction,2558
Devon,CREDITON,2016-08,Children and Teen Non-Fiction,272
Devon,CREDITON,2016-08,Children Audiobook,44
Devon,CREDITON,2016-08,DVD,143
Devon,CREDITON,2016-08,Misc,0
Devon,CREDITON,2016-08,Music CD,15
Devon,CREDITON,2016-08,Play,1
Devon,CREDITON,2016-08,Sheet Music,0
Devon,CREDITON,2016-09,Adult Audiobook,62
Devon,CREDITON,2016-09,Adult Fiction,1772
Devon,CREDITON,2016-09,Adult Non Fiction,382
Devon,CREDITON,2016-09,Children and Teen Fiction,1571
Devon,CREDITON,2016-09,Children and Teen Non-Fiction,204
Devon,CREDITON,2016-09,Children Audiobook,25
Devon,CREDITON,2016-09,DVD,77
Devon,CREDITON,2016-09,Misc,2
Devon,CREDITON,2016-09,Music CD,1
Devon,CREDITON,2016-09,Play,0
Devon,CREDITON,2016-09,Sheet Music,1
Devon,CREDITON,2016-10,Adult Audiobook,69
Devon,CREDITON,2016-10,Adult Fiction,1701
Devon,CREDITON,2016-10,Adult Non Fiction,423
Devon,CREDITON,2016-10,Children and Teen Fiction,1459
Devon,CREDITON,2016-10,Children and Teen Non-Fiction,160
Devon,CREDITON,2016-10,Children Audiobook,20
Devon,CREDITON,2016-10,DVD,80
Devon,CREDITON,2016-10,Misc,2
Devon,CREDITON,2016-10,Music CD,5
Devon,CREDITON,2016-10,Play,2
Devon,CREDITON,2016-10,Sheet Music,2
Devon,CREDITON,2016-11,Adult Audiobook,49
Devon,CREDITON,2016-11,Adult Fiction,1672
Devon,CREDITON,2016-11,Adult Non Fiction,386
Devon,CREDITON,2016-11,Children and Teen Fiction,1377
Devon,CREDITON,2016-11,Children and Teen Non-Fiction,166
Devon,CREDITON,2016-11,Children Audiobook,20
Devon,CREDITON,2016-11,DVD,83
Devon,CREDITON,2016-11,Misc,0
Devon,CREDITON,2016-11,Music CD,9
Devon,CREDITON,2016-11,Play,0
Devon,CREDITON,2016-11,Sheet Music,1
Devon,CREDITON,2016-12,Adult Audiobook,57
Devon,CREDITON,2016-12,Adult Fiction,1512
Devon,CREDITON,2016-12,Adult Non Fiction,238
Devon,CREDITON,2016-12,Children and Teen Fiction,1087
Devon,CREDITON,2016-12,Children and Teen Non-Fiction,74
Devon,CREDITON,2016-12,Children Audiobook,19
Devon,CREDITON,2016-12,DVD,72
Devon,CREDITON,2016-12,Misc,1
Devon,CREDITON,2016-12,Music CD,1
Devon,CREDITON,2016-12,Sheet Music,3
Devon,CREDITON,2017-01,Adult Audiobook,56
Devon,CREDITON,2017-01,Adult Fiction,1867
Devon,CREDITON,2017-01,Adult Non Fiction,412
Devon,CREDITON,2017-01,Children and Teen Fiction,1225
Devon,CREDITON,2017-01,Children and Teen Non-Fiction,181
Devon,CREDITON,2017-01,Children Audiobook,22
Devon,CREDITON,2017-01,DVD,77
Devon,CREDITON,2017-01,Misc,1
Devon,CREDITON,2017-01,Music CD,2
Devon,CREDITON,2017-01,Play,1
Devon,CREDITON,2017-01,Sheet Music,1
Devon,CREDITON,2017-02,Adult Audiobook,67
Devon,CREDITON,2017-02,Adult Fiction,1527
Devon,CREDITON,2017-02,Adult Non Fiction,302
Devon,CREDITON,2017-02,Children and Teen Fiction,1409
Devon,CREDITON,2017-02,Children and Teen Non-Fiction,104
Devon,CREDITON,2017-02,Children Audiobook,33
Devon,CREDITON,2017-02,DVD,105
Devon,CREDITON,2017-02,Misc,3
Devon,CREDITON,2017-02,Music CD,2
Devon,CREDITON,2017-02,Play,1
Devon,CREDITON,2017-02,Sheet Music,2
Devon,CREDITON,2017-03,Adult Audiobook,56
Devon,CREDITON,2017-03,Adult Fiction,1784
Devon,CREDITON,2017-03,Adult Non Fiction,364
Devon,CREDITON,2017-03,Children and Teen Fiction,1411
Devon,CREDITON,2017-03,Children and Teen Non-Fiction,125
Devon,CREDITON,2017-03,Children Audiobook,30
Devon,CREDITON,2017-03,DVD,111
Devon,CREDITON,2017-03,Misc,1
Devon,CREDITON,2017-03,Music CD,4
Devon,CREDITON,2017-03,Play,0
Devon,CREDITON,2017-03,Sheet Music,1
Devon,CREDITON,2017-04,Adult Audiobook,72
Devon,CREDITON,2017-04,Adult Fiction,1627
Devon,CREDITON,2017-04,Adult Non Fiction,295
Devon,CREDITON,2017-04,Children and Teen Fiction,1573
Devon,CREDITON,2017-04,Children and Teen Non-Fiction,182
Devon,CREDITON,2017-04,Children Audiobook,22
Devon,CREDITON,2017-04,DVD,120
Devon,CREDITON,2017-04,Misc,1
Devon,CREDITON,2017-04,Music CD,8
Devon,CREDITON,2017-04,Sheet Music,1
Devon,CREDITON,2017-05,Adult Audiobook,49
Devon,CREDITON,2017-05,Adult Fiction,1576
Devon,CREDITON,2017-05,Adult Non Fiction,320
Devon,CREDITON,2017-05,Children and Teen Fiction,1366
Devon,CREDITON,2017-05,Children and Teen Non-Fiction,150
Devon,CREDITON,2017-05,Children Audiobook,21
Devon,CREDITON,2017-05,DVD,77
Devon,CREDITON,2017-05,Misc,2
Devon,CREDITON,2017-05,Music CD,0
Devon,CREDITON,2017-05,Sheet Music,0
Devon,CREDITON,2017-06,Adult Audiobook,54
Devon,CREDITON,2017-06,Adult Fiction,1770
Devon,CREDITON,2017-06,Adult Non Fiction,335
Devon,CREDITON,2017-06,Children and Teen Fiction,1471
Devon,CREDITON,2017-06,Children and Teen Non-Fiction,140
Devon,CREDITON,2017-06,Children Audiobook,14
Devon,CREDITON,2017-06,DVD,68
Devon,CREDITON,2017-06,Misc,0
Devon,CREDITON,2017-06,Music CD,4
Devon,CREDITON,2017-06,Sheet Music,3
Devon,CREDITON,2017-07,Adult Audiobook,48
Devon,CREDITON,2017-07,Adult Fiction,1868
Devon,CREDITON,2017-07,Adult Non Fiction,368
Devon,CREDITON,2017-07,Children and Teen Fiction,2050
Devon,CREDITON,2017-07,Children and Teen Non-Fiction,195
Devon,CREDITON,2017-07,Children Audiobook,35
Devon,CREDITON,2017-07,DVD,97
Devon,CREDITON,2017-07,Misc,4
Devon,CREDITON,2017-07,Music CD,2
Devon,CREDITON,2017-07,Play,1
Devon,CREDITON,2017-07,Sheet Music,3
Devon,CREDITON,2017-08,Adult Audiobook,64
Devon,CREDITON,2017-08,Adult Fiction,1747
Devon,CREDITON,2017-08,Adult Non Fiction,358
Devon,CREDITON,2017-08,Children and Teen Fiction,2383
Devon,CREDITON,2017-08,Children and Teen Non-Fiction,229
Devon,CREDITON,2017-08,Children Audiobook,32
Devon,CREDITON,2017-08,DVD,108
Devon,CREDITON,2017-08,Misc,1
Devon,CREDITON,2017-08,Music CD,0
Devon,CREDITON,2017-08,Sheet Music,3
Devon,CREDITON,2017-09,Adult Audiobook,60
Devon,CREDITON,2017-09,Adult Fiction,1683
Devon,CREDITON,2017-09,Adult Non Fiction,336
Devon,CREDITON,2017-09,Children and Teen Fiction,1344
Devon,CREDITON,2017-09,Children and Teen Non-Fiction,243
Devon,CREDITON,2017-09,Children Audiobook,34
Devon,CREDITON,2017-09,DVD,83
Devon,CREDITON,2017-09,Misc,1
Devon,CREDITON,2017-09,Music CD,0
Devon,CREDITON,2017-09,Play,2
Devon,CREDITON,2017-09,Sheet Music,2
Devon,CREDITON,2017-10,Adult Audiobook,79
Devon,CREDITON,2017-10,Adult Fiction,1734
Devon,CREDITON,2017-10,Adult Non Fiction,354
Devon,CREDITON,2017-10,Children and Teen Fiction,1810
Devon,CREDITON,2017-10,Children and Teen Non-Fiction,214
Devon,CREDITON,2017-10,Children Audiobook,41
Devon,CREDITON,2017-10,DVD,89
Devon,CREDITON,2017-10,Misc,2
Devon,CREDITON,2017-10,Music CD,1
Devon,CREDITON,2017-10,Play,0
Devon,CREDITON,2017-10,Sheet Music,0
Devon,CREDITON,2018-01,Adult Audiobook,64
Devon,CREDITON,2018-01,Adult Fiction,1739
Devon,CREDITON,2018-01,Adult Non Fiction,335
Devon,CREDITON,2018-01,Children and Teen Fiction,1174
Devon,CREDITON,2018-01,Children and Teen Non-Fiction,137
Devon,CREDITON,2018-01,Children Audiobook,20
Devon,CREDITON,2018-01,DVD,79
Devon,CREDITON,2018-01,Misc,60
Devon,CREDITON,2018-01,Music CD,7
Devon,CREDITON,2018-01,Play,0
Devon,CREDITON,2018-01,Sheet Music,1
Devon,CREDITON,2018-02,Adult Audiobook,51
Devon,CREDITON,2018-02,Adult Fiction,1664
Devon,CREDITON,2018-02,Adult Non Fiction,327
Devon,CREDITON,2018-02,Children and Teen Fiction,1207
Devon,CREDITON,2018-02,Children and Teen Non-Fiction,152
Devon,CREDITON,2018-02,Children Audiobook,18
Devon,CREDITON,2018-02,DVD,86
Devon,CREDITON,2018-02,Misc,40
Devon,CREDITON,2018-02,Music CD,8
Devon,CREDITON,2018-02,Sheet Music,2
Devon,CREDITON,2018-03,Adult Audiobook,53
Devon,CREDITON,2018-03,Adult Fiction,1613
Devon,CREDITON,2018-03,Adult Non Fiction,292
Devon,CREDITON,2018-03,Children and Teen Fiction,1180
Devon,CREDITON,2018-03,Children and Teen Non-Fiction,115
Devon,CREDITON,2018-03,Children Audiobook,18
Devon,CREDITON,2018-03,DVD,70
Devon,CREDITON,2018-03,Misc,21
Devon,CREDITON,2018-03,Music CD,1
Devon,CREDITON,2018-03,Play,0
Devon,CREDITON,2018-03,Sheet Music,0
Devon,CREDITON,2018-04,Adult Audiobook,58
Devon,CREDITON,2018-04,Adult Fiction,1557
Devon,CREDITON,2018-04,Adult Non Fiction,238
Devon,CREDITON,2018-04,Children and Teen Fiction,1318
Devon,CREDITON,2018-04,Children and Teen Non-Fiction,134
Devon,CREDITON,2018-04,Children Audiobook,15
Devon,CREDITON,2018-04,DVD,71
Devon,CREDITON,2018-04,Misc,221
Devon,CREDITON,2018-04,Music CD,12
Devon,CREDITON,2018-04,Sheet Music,2
Devon,CREDITON,2018-05,Adult Audiobook,38
Devon,CREDITON,2018-05,Adult Fiction,1554
Devon,CREDITON,2018-05,Adult Non Fiction,271
Devon,CREDITON,2018-05,Children and Teen Fiction,1231
Devon,CREDITON,2018-05,Children and Teen Non-Fiction,97
Devon,CREDITON,2018-05,Children Audiobook,26
Devon,CREDITON,2018-05,DVD,49
Devon,CREDITON,2018-05,Misc,167
Devon,CREDITON,2018-05,Music CD,8
Devon,CREDITON,2018-05,Sheet Music,0
Devon,CREDITON,2018-06,Adult Audiobook,51
Devon,CREDITON,2018-06,Adult Fiction,1595
Devon,CREDITON,2018-06,Adult Non Fiction,214
Devon,CREDITON,2018-06,Children and Teen Fiction,1030
Devon,CREDITON,2018-06,Children and Teen Non-Fiction,126
Devon,CREDITON,2018-06,Children Audiobook,13
Devon,CREDITON,2018-06,DVD,48
Devon,CREDITON,2018-06,Misc,146
Devon,CREDITON,2018-06,Music CD,3
Devon,CREDITON,2018-06,Sheet Music,1
Devon,CREDITON,2018-07,Adult Audiobook,41
Devon,CREDITON,2018-07,Adult Fiction,1664
Devon,CREDITON,2018-07,Adult Non Fiction,309
Devon,CREDITON,2018-07,Children and Teen Fiction,2139
Devon,CREDITON,2018-07,Children and Teen Non-Fiction,198
Devon,CREDITON,2018-07,Children Audiobook,34
Devon,CREDITON,2018-07,DVD,64
Devon,CREDITON,2018-07,Misc,152
Devon,CREDITON,2018-07,Music CD,11
Devon,CREDITON,2018-07,Sheet Music,2
Devon,CREDITON,2018-08,Adult Audiobook,41
Devon,CREDITON,2018-08,Adult Fiction,1812
Devon,CREDITON,2018-08,Adult Non Fiction,375
Devon,CREDITON,2018-08,Children and Teen Fiction,2331
Devon,CREDITON,2018-08,Children and Teen Non-Fiction,242
Devon,CREDITON,2018-08,Children Audiobook,29
Devon,CREDITON,2018-08,DVD,107
Devon,CREDITON,2018-08,Misc,145
Devon,CREDITON,2018-08,Music CD,4
Devon,CREDITON,2018-08,Play,0
Devon,CREDITON,2018-08,Sheet Music,3
Devon,CREDITON,2018-09,Adult Audiobook,67
Devon,CREDITON,2018-09,Adult Fiction,1337
Devon,CREDITON,2018-09,Adult Non Fiction,253
Devon,CREDITON,2018-09,Children and Teen Fiction,1308
Devon,CREDITON,2018-09,Children and Teen Non-Fiction,138
Devon,CREDITON,2018-09,Children Audiobook,17
Devon,CREDITON,2018-09,DVD,71
Devon,CREDITON,2018-09,Misc,91
Devon,CREDITON,2018-09,Music CD,1
Devon,CREDITON,2018-09,Play,2
Devon,CREDITON,2018-09,Sheet Music,0
Devon,CREDITON,2018-10,Adult Audiobook,55
Devon,CREDITON,2018-10,Adult Fiction,1438
Devon,CREDITON,2018-10,Adult Non Fiction,307
Devon,CREDITON,2018-10,Children and Teen Fiction,1283
Devon,CREDITON,2018-10,Children and Teen Non-Fiction,130
Devon,CREDITON,2018-10,Children Audiobook,29
Devon,CREDITON,2018-10,DVD,82
Devon,CREDITON,2018-10,Misc,88
Devon,CREDITON,2018-10,Music CD,2
Devon,CREDITON,2018-10,Play,1
Devon,CREDITON,2018-10,Sheet Music,3
Devon,CREDITON,2018-11,Adult Audiobook,53
Devon,CREDITON,2018-11,Adult Fiction,1464
Devon,CREDITON,2018-11,Adult Non Fiction,291
Devon,CREDITON,2018-11,Children and Teen Fiction,1307
Devon,CREDITON,2018-11,Children and Teen Non-Fiction,136
Devon,CREDITON,2018-11,Children Audiobook,30
Devon,CREDITON,2018-11,DVD,95
Devon,CREDITON,2018-11,Misc,128
Devon,CREDITON,2018-11,Music CD,9
Devon,CREDITON,2018-11,Sheet Music,2
Devon,CREDITON,2018-12,Adult Audiobook,59
Devon,CREDITON,2018-12,Adult Fiction,1277
Devon,CREDITON,2018-12,Adult Non Fiction,203
Devon,CREDITON,2018-12,Children and Teen Fiction,879
Devon,CREDITON,2018-12,Children and Teen Non-Fiction,62
Devon,CREDITON,2018-12,Children Audiobook,17
Devon,CREDITON,2018-12,DVD,77
Devon,CREDITON,2018-12,Misc,36
Devon,CREDITON,2018-12,Music CD,4
Devon,CREDITON,2018-12,Sheet Music,2
Devon,CREDITON,2019-01,Adult Audiobook,71
Devon,CREDITON,2019-01,Adult Fiction,1624
Devon,CREDITON,2019-01,Adult Non Fiction,289
Devon,CREDITON,2019-01,Children and Teen Fiction,1078
Devon,CREDITON,2019-01,Children and Teen Non-Fiction,153
Devon,CREDITON,2019-01,Children Audiobook,15
Devon,CREDITON,2019-01,DVD,88
Devon,CREDITON,2019-01,Misc,38
Devon,CREDITON,2019-01,Music CD,7
Devon,CREDITON,2019-01,Play,1
Devon,CREDITON,2019-01,Sheet Music,4
Devon,CREDITON,2019-02,Adult Audiobook,65
Devon,CREDITON,2019-02,Adult Fiction,1435
Devon,CREDITON,2019-02,Adult Non Fiction,245
Devon,CREDITON,2019-02,Children and Teen Fiction,1218
Devon,CREDITON,2019-02,Children and Teen Non-Fiction,125
Devon,CREDITON,2019-02,Children Audiobook,27
Devon,CREDITON,2019-02,DVD,65
Devon,CREDITON,2019-02,Misc,12
Devon,CREDITON,2019-02,Music CD,5
Devon,CREDITON,2019-02,Play,0
Devon,CREDITON,2019-02,Sheet Music,3
Devon,CREDITON,2019-03,Adult Audiobook,57
Devon,CREDITON,2019-03,Adult Fiction,1568
Devon,CREDITON,2019-03,Adult Non Fiction,290
Devon,CREDITON,2019-03,Children and Teen Fiction,1132
Devon,CREDITON,2019-03,Children and Teen Non-Fiction,126
Devon,CREDITON,2019-03,Children Audiobook,31
Devon,CREDITON,2019-03,DVD,68
Devon,CREDITON,2019-03,Misc,3
Devon,CREDITON,2019-03,Music CD,2
Devon,CREDITON,2019-03,Sheet Music,0
Devon,CREDITON,2019-04,Adult Audiobook,50
Devon,CREDITON,2019-04,Adult Fiction,1455
Devon,CREDITON,2019-04,Adult Non Fiction,233
Devon,CREDITON,2019-04,Children and Teen Fiction,1345
Devon,CREDITON,2019-04,Children and Teen Non-Fiction,110
Devon,CREDITON,2019-04,Children Audiobook,53
Devon,CREDITON,2019-04,DVD,54
Devon,CREDITON,2019-04,Misc,1
